"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
1961,-120.67,38.76,35,2104,403,1060,400,2.1682,138100,"INLAND"
2478,-120.1,36.16,17,598,160,715,146,2.3295,55000,"INLAND"
13173,-121.36,36.81,7,4609,741,1660,720,5.0871,290500,"INLAND"
4579,-118.28,34.07,32,1777,536,1684,489,2.3636,190000,"<1H OCEAN"
19234,-122.66,38.47,20,2806,477,1369,460,4.75,190500,"<1H OCEAN"
1690,-122.26,38.02,5,3846,786,2053,716,5.0473,184800,"NEAR BAY"
20143,-119.06,34.36,52,1239,320,934,298,1.8618,183300,"<1H OCEAN"
16653,-120.66,35.28,31,2773,844,1358,794,1.4036,209600,"NEAR OCEAN"
9621,-120.4,37.3,28,1401,NA,967,257,1.5917,89400,"INLAND"
6392,-118.06,34.15,37,1980,226,697,226,15.0001,500001,"INLAND"
9381,-122.46,37.88,35,2492,409,812,373,8.8386,500001,"NEAR BAY"
10515,-117.69,33.52,3,7374,1444,3214,1279,4.538,278200,"<1H OCEAN"
13809,-117.06,34.9,36,2828,916,1762,736,1.4318,59600,"INLAND"
12044,-117.44,33.88,5,2589,351,1109,360,6.8089,334100,"INLAND"
7292,-118.22,33.98,18,1781,765,1913,702,1.2059,255000,"<1H OCEAN"
9939,-122.24,38.25,33,213,36,91,33,4.9167,187500,"NEAR BAY"
6266,-117.94,34.05,34,1729,324,1341,324,3.7708,163500,"<1H OCEAN"
14803,-117.16,32.58,36,1940,399,1076,382,3.3906,147800,"NEAR OCEAN"
15191,-117.06,33.02,17,2635,389,994,359,5.8966,261500,"<1H OCEAN"
20313,-119.17,34.19,28,1444,508,2145,437,1.6964,175000,"NEAR OCEAN"
2217,-119.84,36.83,17,2273,298,700,263,6.8645,195900,"INLAND"
20065,-118.96,35.87,17,1668,307,888,277,3.7794,96200,"INLAND"
2638,-124.14,40.6,27,1148,206,521,219,4.025,128100,"NEAR OCEAN"
1993,-119.81,36.72,46,1414,268,902,243,1.5833,56700,"INLAND"
7965,-118.19,33.86,46,1824,438,1200,451,3.4375,156700,"<1H OCEAN"
13846,-117.34,34.51,6,5667,1385,2447,1199,2.3617,103100,"INLAND"
6617,-118.11,34.17,50,3374,598,1484,569,4.99,261600,"INLAND"
7351,-118.16,33.97,31,1363,428,1897,364,2.3929,191100,"<1H OCEAN"
1853,-124.23,41.75,11,3159,616,1343,479,2.4805,73200,"NEAR OCEAN"
16740,-122.43,37.71,24,4299,857,2249,788,4.6098,290400,"NEAR BAY"
19094,-122.61,38.25,18,2915,418,1340,421,5.2452,204900,"<1H OCEAN"
804,-122.06,37.64,20,1655,450,857,430,3.5541,350000,"NEAR BAY"
16402,-121.23,37.98,27,849,137,373,131,5.0362,181300,"INLAND"
10222,-117.89,33.88,15,1655,626,1549,582,1.9127,175000,"<1H OCEAN"
10371,-117.66,33.65,13,8527,1364,4597,1393,6.2242,237900,"<1H OCEAN"
19644,-120.82,37.54,20,707,114,282,86,6.1324,164800,"INLAND"
3542,-118.49,34.25,28,4054,712,2164,746,5,258000,"<1H OCEAN"
19387,-120.85,37.77,37,1738,403,936,366,2.4717,77100,"INLAND"
4794,-118.34,34.02,48,1614,320,684,318,4.2218,181000,"<1H OCEAN"
302,-122.18,37.76,52,754,175,447,165,3.9063,93800,"NEAR BAY"
13824,-117.2,34.5,10,4201,850,2378,808,2.1781,92200,"INLAND"
9551,-120.94,37.4,32,1175,208,774,222,3,109400,"INLAND"
9853,-121.88,36.59,30,1822,505,932,496,2.6894,179500,"<1H OCEAN"
10000,-121,39.09,7,439,84,246,80,3.0781,162500,"INLAND"
2772,-115.9,33.34,19,1210,248,329,155,1.7857,62800,"INLAND"
4976,-118.28,34,44,2636,725,2182,651,1.432,124000,"<1H OCEAN"
13914,-116.06,34.2,29,1202,290,383,156,1.3371,66900,"INLAND"
2487,-120.37,36.15,34,2084,339,868,347,4.381,86300,"INLAND"
6840,-118.12,34.07,45,1770,423,1410,389,3.0592,212500,"<1H OCEAN"
19565,-120.94,37.61,13,3309,603,1796,555,3.8372,129300,"INLAND"
6777,-118.15,34.12,49,1789,288,848,311,6.0199,5e+05,"<1H OCEAN"
20339,-119.03,34.23,16,5323,795,2493,779,5.6762,271300,"<1H OCEAN"
1652,-121.95,37.94,21,3153,411,1318,431,6.8642,285400,"INLAND"
6104,-117.88,34.11,18,2923,670,1751,656,3.2383,157000,"<1H OCEAN"
13898,-116.29,34.18,15,4203,966,1756,695,2.182,60800,"INLAND"
16921,-122.33,37.57,43,2543,621,1301,606,3.1111,318400,"NEAR OCEAN"
18619,-122.03,37.03,21,4650,733,2014,704,5.6233,322000,"NEAR OCEAN"
2692,-115.52,32.97,10,1879,387,1376,337,1.9911,67500,"INLAND"
15684,-122.43,37.8,52,2520,649,959,607,5.7934,500001,"NEAR BAY"
18641,-121.98,36.98,29,2681,632,1652,620,3.075,215800,"NEAR OCEAN"
1902,-119.99,38.88,17,2807,529,675,251,2.7457,107800,"INLAND"
6598,-118.16,34.18,44,1870,389,1345,391,1.8932,136100,"<1H OCEAN"
19059,-122.42,38.27,25,3282,566,1244,483,4.5313,308400,"NEAR BAY"
16409,-121.23,37.95,32,2081,472,1342,411,2.7958,59000,"INLAND"
442,-122.3,37.87,52,3123,749,1695,684,2.2208,144800,"NEAR BAY"
3748,-118.41,34.17,35,2027,428,879,402,4.692,330900,"<1H OCEAN"
270,-122.19,37.78,52,2198,397,984,369,3.22,156500,"NEAR BAY"
17641,-121.9,37.27,33,3410,583,1739,588,5.0714,255600,"<1H OCEAN"
20545,-121.76,38.55,23,8800,1857,6330,1832,2.065,219400,"INLAND"
8211,-118.18,33.78,36,1697,550,1379,434,1.2746,129700,"NEAR OCEAN"
11864,-121.24,40.31,36,1597,301,632,262,3.5962,93600,"INLAND"
1011,-121.73,37.68,17,20354,3493,8768,3293,5.4496,238900,"INLAND"
10837,-117.93,33.68,33,2664,432,1197,429,5.069,264200,"<1H OCEAN"
10482,-117.68,33.59,12,3473,466,1569,450,8.8636,314000,"<1H OCEAN"
14248,-117.09,32.73,26,3114,686,1948,660,2.8942,124100,"NEAR OCEAN"
12704,-121.41,38.59,17,12355,3630,5692,3073,2.5245,99100,"INLAND"
12110,-117.29,33.97,4,18767,3032,8805,2723,4.6667,160600,"INLAND"
836,-122.03,37.61,33,1518,302,831,268,5.097,188600,"NEAR BAY"
9628,-120.24,37.21,31,2447,465,1313,352,3.3929,93800,"INLAND"
18168,-122.03,37.35,19,3811,1227,1930,1153,3.5154,311400,"<1H OCEAN"
3325,-122.89,38.93,20,1214,247,504,223,2.7188,105700,"<1H OCEAN"
12193,-117.38,33.67,17,10145,2306,4776,1749,2.2423,132600,"<1H OCEAN"
12794,-121.45,38.64,23,1481,343,1079,315,1.867,60600,"INLAND"
2899,-119.01,35.38,52,114,26,158,26,1.075,67500,"INLAND"
18889,-122.24,38.11,42,1743,388,889,341,2.3241,99200,"NEAR BAY"
5244,-118.42,34.12,27,2089,303,654,270,12.3767,500001,"<1H OCEAN"
2645,-124.14,40.58,25,1899,357,891,355,2.6987,92500,"<1H OCEAN"
10975,-117.84,33.76,16,238,51,93,50,5.375,215700,"<1H OCEAN"
18912,-122.24,38.14,15,8479,1759,5008,1646,3.724,131600,"NEAR BAY"
19010,-122,38.35,38,1918,364,745,348,2.5707,126000,"INLAND"
3496,-118.47,34.27,35,1150,185,741,178,5.741,220600,"<1H OCEAN"
16387,-121.27,38.05,26,378,75,164,65,3.4107,82800,"INLAND"
19497,-121,37.66,43,2369,413,944,422,3.2632,138100,"INLAND"
9547,-120.71,37.38,14,1979,432,1756,382,2.6923,71400,"INLAND"
10338,-117.81,33.8,25,2765,475,1666,474,6.0531,230700,"<1H OCEAN"
20437,-118.69,34.21,10,3663,409,1179,371,12.542,500001,"<1H OCEAN"
17543,-121.88,37.34,44,1267,353,1018,327,2.4196,194400,"<1H OCEAN"
17087,-122.21,37.47,26,1777,555,1966,497,3.0472,211000,"NEAR OCEAN"
10300,-117.87,33.92,17,4575,764,2054,737,6.0571,272400,"<1H OCEAN"
12146,-117.21,33.71,16,8476,1758,2711,1427,2.1848,97900,"<1H OCEAN"
2398,-119.32,37.06,15,3111,651,276,107,5.1314,179200,"INLAND"
3657,-118.4,34.22,43,1220,222,729,230,3.6442,186300,"<1H OCEAN"
18210,-122.06,37.4,21,12855,3226,7273,3052,4.3351,267400,"NEAR BAY"
17362,-120.41,34.87,32,1997,317,866,281,5.062,158900,"<1H OCEAN"
11085,-117.84,33.84,23,6157,1129,2817,1073,5.0629,232600,"<1H OCEAN"
19552,-120.98,37.62,26,3819,955,3010,932,1.9206,81300,"INLAND"
8396,-118.37,33.96,26,138,23,100,20,4.875,175000,"<1H OCEAN"
1115,-121.59,39.78,18,945,205,385,207,2.1838,58000,"INLAND"
11081,-117.84,33.8,35,1490,251,629,257,4.3661,222100,"<1H OCEAN"
11158,-117.98,33.83,17,3506,992,2104,893,3.3006,185800,"<1H OCEAN"
4314,-118.33,34.09,36,561,180,340,127,1.4375,165000,"<1H OCEAN"
11365,-117.94,33.73,24,4197,718,2468,714,5.2563,211400,"<1H OCEAN"
12511,-121.42,38.55,35,182,39,115,43,2.6417,98900,"INLAND"
6844,-118.13,34.07,20,2130,654,1870,578,2.3664,192200,"<1H OCEAN"
5343,-118.44,34.04,16,18,6,3,4,0.536,350000,"<1H OCEAN"
7588,-118.23,33.9,34,2462,553,2334,502,1.641,96800,"<1H OCEAN"
11438,-117.96,33.65,21,2030,318,910,311,7.8453,343300,"<1H OCEAN"
17975,-121.96,37.31,26,4310,678,1819,686,7.0469,365500,"<1H OCEAN"
4213,-118.26,34.11,52,1740,402,749,335,3.5673,270700,"<1H OCEAN"
13541,-117.3,34.14,39,1781,335,841,320,1.9432,89000,"INLAND"
16615,-121.12,35.58,16,4109,798,1298,626,3.4799,320800,"NEAR OCEAN"
19755,-122.19,40.2,30,2750,476,1296,464,3.5305,73600,"INLAND"
17878,-122.02,37.4,33,2015,484,1285,419,4.0655,226800,"<1H OCEAN"
6348,-117.75,34.06,44,477,135,502,117,2.0156,112500,"INLAND"
10125,-117.91,33.93,21,2578,363,1207,350,6.2452,291700,"<1H OCEAN"
11736,-121.08,38.9,27,3436,755,1568,709,2.4273,138400,"INLAND"
7958,-118.17,33.88,42,1645,371,1161,351,3.0893,162700,"<1H OCEAN"
6945,-118.09,33.98,37,1270,272,1092,274,3.5,160700,"<1H OCEAN"
3891,-118.56,34.21,36,1286,242,788,248,3.5333,196800,"<1H OCEAN"
2714,-115.58,32.81,5,805,143,458,143,4.475,96300,"INLAND"
18713,-122.45,40.61,17,785,155,417,136,2.3289,58200,"INLAND"
7897,-118.07,33.86,17,3666,562,2104,579,5.6818,338900,"<1H OCEAN"
15870,-122.41,37.76,52,2064,496,1726,466,3.4028,233300,"NEAR BAY"
13256,-117.66,34.11,19,3445,661,1635,580,5.0681,230500,"INLAND"
14446,-117.26,32.81,30,1328,346,577,328,2.3284,290600,"NEAR OCEAN"
8841,-118.38,34.08,48,1226,288,370,264,3.9375,450000,"<1H OCEAN"
19789,-122.95,40.71,26,2231,421,987,364,2.4792,88800,"INLAND"
5380,-118.39,34.03,25,3442,1050,1890,914,3.0574,319400,"<1H OCEAN"
9879,-121.86,36.63,37,338,109,231,100,2.5313,108300,"<1H OCEAN"
11294,-117.93,33.79,34,3592,616,2138,605,5.2129,193400,"<1H OCEAN"
5235,-118.23,33.94,39,1141,258,1313,234,2.0187,90100,"<1H OCEAN"
11802,-121.28,38.9,31,1297,259,765,240,2.7656,93600,"INLAND"
8697,-118.34,33.86,35,1936,343,1008,346,5.4791,285900,"<1H OCEAN"
3490,-118.45,34.28,38,1527,332,1303,340,3.5714,152000,"<1H OCEAN"
9653,-120.61,37.03,34,1841,354,1019,356,1.7841,67500,"INLAND"
6686,-118.07,34.16,35,2459,438,970,437,4.2143,369400,"INLAND"
7145,-118.13,34.02,41,734,190,565,191,2.2813,192000,"<1H OCEAN"
11401,-117.93,33.73,19,4021,557,1872,545,6.7919,295600,"<1H OCEAN"
2774,-115.95,33.28,12,99,25,37,17,1.8958,53800,"INLAND"
13614,-117.25,34.13,37,2498,472,1291,487,3,83400,"INLAND"
407,-122.27,37.9,52,2041,270,671,253,6.9414,417500,"NEAR BAY"
6923,-118.06,34.02,25,3548,639,2653,664,5.2557,188800,"<1H OCEAN"
10176,-117.97,33.86,34,2138,490,1682,463,3.6006,161700,"<1H OCEAN"
14725,-117.01,32.8,17,1042,210,650,215,3.1,84200,"<1H OCEAN"
18067,-122.02,37.24,28,2796,365,1085,363,10.6834,500001,"<1H OCEAN"
3961,-118.6,34.21,19,2581,857,2004,784,2.6159,182300,"<1H OCEAN"
6807,-118.09,34.09,36,1068,246,949,250,2.3462,188500,"<1H OCEAN"
2155,-119.8,36.78,50,1818,374,737,338,2.2614,73000,"INLAND"
17047,-122.26,37.48,34,4453,682,1805,672,5.6038,451300,"NEAR OCEAN"
13969,-116.86,34.31,19,1649,328,382,151,4.0556,133000,"INLAND"
10536,-117.7,33.5,4,2351,445,834,397,5.5677,245400,"<1H OCEAN"
19577,-120.64,37.7,16,284,51,239,46,1.8958,137500,"INLAND"
3668,-118.4,34.24,35,2552,545,1850,503,4.775,179500,"<1H OCEAN"
6589,-118.21,34.2,35,3646,552,1409,534,6.3794,500001,"<1H OCEAN"
20555,-121.78,38.68,39,2806,662,1659,638,1.9787,97800,"INLAND"
14644,-117.19,32.78,34,4108,664,1659,644,4.4097,252000,"NEAR OCEAN"
13567,-117.28,34.16,26,2469,532,1068,501,1.9832,122100,"INLAND"
14668,-117.13,32.79,35,1458,262,723,257,4.2098,174100,"NEAR OCEAN"
15249,-117.27,32.99,21,3318,578,1273,538,5.5922,382100,"NEAR OCEAN"
16989,-122.27,37.55,16,4789,816,1840,763,6.7474,338200,"NEAR BAY"
3112,-117.68,35.62,30,2994,741,1481,581,2.1458,52400,"INLAND"
10248,-117.86,33.89,22,4386,593,1915,592,6.6897,289800,"<1H OCEAN"
6521,-118.03,34.06,31,1513,389,1396,364,2.4706,170600,"<1H OCEAN"
12717,-121.37,38.6,35,3137,544,1312,549,3.788,136800,"INLAND"
18572,-121.76,36.92,46,947,257,1120,264,3.4125,160700,"<1H OCEAN"
17046,-122.27,37.48,26,3542,507,1392,524,8.5184,500001,"NEAR OCEAN"
4666,-118.3,34.05,31,1744,720,2034,633,2.2684,193800,"<1H OCEAN"
4446,-118.22,34.07,36,839,250,1079,245,1.7463,158300,"<1H OCEAN"
13198,-117.7,34.07,33,1552,288,1326,303,3.7969,128400,"INLAND"
7541,-118.22,33.91,28,1847,500,2263,473,1.5161,103200,"<1H OCEAN"
5093,-118.28,33.97,35,2305,634,1978,568,1.375,1e+05,"<1H OCEAN"
18256,-122.09,37.38,34,1959,342,849,357,6.2884,414700,"NEAR BAY"
19136,-122.67,38.31,28,1915,419,930,342,3.7875,292700,"<1H OCEAN"
3843,-118.44,34.18,17,1546,592,2423,556,2.1977,154200,"<1H OCEAN"
9707,-121.65,36.66,42,4261,840,2013,801,3.5288,221000,"<1H OCEAN"
9486,-123.11,39.32,20,2745,504,1421,430,3.3431,137500,"INLAND"
7265,-118.22,33.99,24,1402,482,1976,466,2.6964,163200,"<1H OCEAN"
19826,-119.43,36.55,27,1621,323,882,324,2.75,93500,"INLAND"
1807,-122.34,37.93,32,2389,652,1672,584,1.4423,88300,"NEAR BAY"
13947,-117.22,34.26,16,8020,1432,1749,540,4.9716,162500,"INLAND"
7580,-118.22,33.89,37,797,190,485,166,2.7434,95200,"<1H OCEAN"
15728,-122.45,37.78,48,1013,194,464,205,3.2011,428300,"NEAR BAY"
5433,-118.41,34.02,19,4702,1472,2636,1334,3.3955,225000,"<1H OCEAN"
19370,-123.02,38.36,16,1496,298,778,284,3.8589,268800,"NEAR OCEAN"
10590,-117.77,33.69,16,1666,341,479,336,2.1406,55000,"<1H OCEAN"
16839,-122.48,37.57,34,4648,806,2282,814,4.5556,249000,"NEAR OCEAN"
19338,-122.81,38.54,12,2289,611,919,540,1.1553,139300,"<1H OCEAN"
16572,-121.42,37.74,45,818,144,340,138,4.8021,133500,"INLAND"
2763,-116,33.19,16,245,57,81,33,1.2639,51300,"INLAND"
7446,-118.16,33.94,32,2210,456,1270,484,4.7708,178600,"<1H OCEAN"
19706,-121.66,39.09,27,2098,372,1090,333,4.45,96200,"INLAND"
563,-122.23,37.75,50,1542,289,654,268,3.9632,240000,"NEAR BAY"
7596,-118.25,33.9,38,1201,223,733,206,3.3804,105800,"<1H OCEAN"
19290,-122.82,38.41,32,701,182,489,168,2.785,169300,"<1H OCEAN"
4578,-118.28,34.07,14,1924,926,2226,792,2.2552,265900,"<1H OCEAN"
15439,-117.23,33.2,29,3372,720,1770,693,3.5109,166000,"<1H OCEAN"
16194,-121.3,37.96,52,1475,238,736,260,3.6591,105100,"INLAND"
16339,-121.34,38.05,16,667,92,267,90,5.6147,244700,"INLAND"
9063,-118.15,34.69,32,1300,234,712,249,3.25,107500,"INLAND"
11840,-120.95,39.93,26,2023,385,922,365,2.8125,83500,"INLAND"
18623,-122.02,37.09,35,1818,368,682,254,4.8611,240000,"NEAR OCEAN"
10682,-117.76,33.53,18,3224,561,1310,580,8.4614,391900,"<1H OCEAN"
3977,-118.62,34.18,25,3124,468,1241,439,6.4044,333100,"<1H OCEAN"
4860,-118.3,34.02,34,3184,772,2474,705,1.631,137500,"<1H OCEAN"
10766,-117.9,33.63,32,3556,521,1381,537,6.1426,450700,"<1H OCEAN"
11987,-117.51,34.02,24,7779,1835,3996,1765,2.1764,135300,"INLAND"
2337,-119.67,36.83,3,2029,336,1003,340,4.4356,111300,"INLAND"
16734,-120.64,35.47,8,416,121,936,97,2.1154,117200,"<1H OCEAN"
16006,-122.45,37.74,52,1596,276,642,273,4.375,349500,"NEAR BAY"
7673,-118.08,33.93,33,2263,511,1626,457,3.5556,172800,"<1H OCEAN"
9737,-121.7,36.77,21,2294,478,1306,430,3.0347,227200,"<1H OCEAN"
18359,-122.1,37.36,35,2063,266,676,252,8.5294,500001,"NEAR BAY"
11574,-118,33.77,24,1324,267,687,264,3.4327,192800,"<1H OCEAN"
14575,-117.22,32.82,22,3738,795,1476,728,3.7963,303100,"NEAR OCEAN"
15734,-122.44,37.78,52,1118,279,514,284,2.4196,346200,"NEAR BAY"
6964,-118.06,33.99,38,862,178,484,176,4.375,186200,"<1H OCEAN"
666,-122.16,37.7,36,2239,391,1203,379,5.0043,190400,"NEAR BAY"
18558,-122.01,36.91,19,691,191,324,167,3.1312,388500,"NEAR OCEAN"
15328,-117.34,33.19,19,3575,525,1654,559,5.7409,274100,"NEAR OCEAN"
4873,-118.27,34.02,39,2004,633,3050,621,1.875,127300,"<1H OCEAN"
487,-122.26,37.86,52,3497,832,1493,794,2.9044,257400,"NEAR BAY"
7828,-118.14,33.91,34,1766,410,974,404,3.0703,180800,"<1H OCEAN"
3691,-118.36,34.22,37,1512,348,1545,351,3.7663,160300,"<1H OCEAN"
9052,-118.12,34.71,26,4230,823,2789,793,2.5179,104000,"INLAND"
6210,-117.89,34.07,35,1439,261,804,271,3.9808,188600,"<1H OCEAN"
14952,-116.96,32.71,18,2413,533,1129,551,2.4567,155000,"<1H OCEAN"
15220,-117.12,32.95,4,9018,1572,4438,1498,4.988,263700,"<1H OCEAN"
5901,-118.31,34.17,12,3188,931,2118,850,3.1823,218300,"<1H OCEAN"
10036,-121.09,39.22,25,2200,439,1045,419,2.6042,116700,"INLAND"
14357,-117.23,32.75,11,4304,1245,1960,1105,3.3456,159800,"NEAR OCEAN"
16611,-120.29,35.56,15,4760,871,2459,734,2.811,142100,"<1H OCEAN"
4381,-118.27,34.09,52,2327,555,1048,491,3.7847,252300,"<1H OCEAN"
8363,-118.33,33.96,42,2084,517,1062,451,2.0057,198200,"<1H OCEAN"
1848,-122.28,37.91,41,3009,482,1053,490,5.828,324400,"NEAR BAY"
18196,-122.01,37.39,26,2500,962,2374,879,3.5586,222200,"<1H OCEAN"
13665,-117.31,34.03,9,1199,187,629,207,5.7393,151600,"INLAND"
17768,-121.84,37.35,22,2914,768,2962,762,2.2031,164000,"<1H OCEAN"
16671,-120.52,35.24,5,4413,804,2003,725,5.0267,253300,"<1H OCEAN"
16927,-122.31,37.57,45,1165,236,845,251,4.1875,267300,"NEAR OCEAN"
3403,-118.35,34.27,32,604,108,314,113,6.2037,205400,"<1H OCEAN"
1427,-122.03,38,25,3577,581,1753,593,5.7295,178300,"NEAR BAY"
4064,-118.46,34.16,38,1495,300,598,280,3.4698,265400,"<1H OCEAN"
18015,-121.96,37.27,22,6114,1211,2983,1163,5.2533,269100,"<1H OCEAN"
14133,-117.07,32.76,14,2523,545,1297,525,2.3886,138100,"NEAR OCEAN"
19329,-122.87,38.48,27,3894,776,1832,715,3.5085,187800,"<1H OCEAN"
3821,-118.48,34.2,23,2850,864,2249,777,2.6957,191700,"<1H OCEAN"
6292,-117.88,34.01,16,6756,1332,4429,1299,4.7589,178200,"<1H OCEAN"
14717,-117.05,32.8,23,3309,401,1116,386,7.916,330600,"<1H OCEAN"
2972,-119.09,35.35,14,2113,256,842,265,8.5325,224100,"INLAND"
4930,-118.24,33.99,41,1425,372,1803,353,1.6731,88200,"<1H OCEAN"
19735,-122.17,40.2,28,1782,334,873,311,3.3594,79100,"INLAND"
15848,-122.44,37.75,21,5457,1247,2304,1180,4.5469,409700,"NEAR BAY"
2074,-119.83,36.76,15,3291,772,1738,634,1.976,67300,"INLAND"
11012,-117.82,33.77,32,2308,301,967,320,7.0565,324600,"<1H OCEAN"
6015,-117.79,34.07,33,1694,333,1689,301,3.7583,116300,"INLAND"
3867,-118.46,34.17,24,2814,675,1463,620,4.1875,309300,"<1H OCEAN"
4921,-118.25,34,36,1176,309,1267,292,1.6382,105000,"<1H OCEAN"
13395,-117.59,34.02,14,1463,261,881,245,4.7857,152500,"INLAND"
14921,-117.03,32.6,26,1335,224,742,215,5.152,143400,"NEAR OCEAN"
13671,-117.25,34.07,21,3067,706,2140,687,2.4432,78800,"INLAND"
6546,-118.03,34.05,36,1359,317,1557,370,2.7955,157500,"<1H OCEAN"
13439,-117.44,34.08,15,5024,992,3208,981,3.6025,116400,"INLAND"
9349,-122.56,37.98,36,2649,542,1111,557,4.8056,345700,"NEAR BAY"
4987,-118.3,34,52,1718,354,1026,312,2,128000,"<1H OCEAN"
20190,-119.17,34.27,18,8010,1539,3982,1483,4.0905,236500,"NEAR OCEAN"
9750,-121.62,36.69,12,512,144,767,149,2.2667,72900,"<1H OCEAN"
18608,-122.09,37.21,15,1969,332,822,324,7.8774,394900,"<1H OCEAN"
559,-122.23,37.76,52,1049,185,374,176,4.1458,248500,"NEAR BAY"
8203,-118.15,33.79,25,4013,1097,2297,969,3.0453,185900,"NEAR OCEAN"
15852,-122.43,37.74,52,3328,653,1260,614,4.7437,331000,"NEAR BAY"
9456,-123.47,39.8,18,2130,545,863,346,2.3571,79200,"INLAND"
2022,-119.81,36.7,52,314,57,178,66,1.2404,52500,"INLAND"
5220,-118.24,33.95,37,649,147,653,147,1.4792,97500,"<1H OCEAN"
6198,-117.89,34.09,37,1813,394,1100,375,3.4453,176700,"<1H OCEAN"
13968,-116.89,34.27,13,3661,770,567,228,4.4063,152600,"INLAND"
11569,-118.02,33.76,25,1759,404,1404,385,3.6289,195800,"<1H OCEAN"
19185,-122.59,38.43,20,2791,546,785,512,3.4561,216700,"<1H OCEAN"
3462,-118.45,34.32,23,3481,641,1952,682,4.26,189400,"<1H OCEAN"
5280,-118.47,34.06,45,3030,433,916,399,9.4664,500001,"<1H OCEAN"
721,-122.1,37.68,37,2116,503,1109,448,2.535,174000,"NEAR BAY"
18257,-122.09,37.38,36,2587,416,1055,410,6.1995,407200,"NEAR BAY"
13286,-117.68,34.07,32,1775,314,1067,302,4.0375,121300,"INLAND"
14585,-117.18,32.84,32,1351,237,823,269,4.2768,167800,"NEAR OCEAN"
8762,-118.38,33.82,34,1822,364,750,366,5.9907,500001,"NEAR OCEAN"
14837,-117.1,32.68,42,2013,568,1920,557,2.0724,107600,"NEAR OCEAN"
7531,-118.23,33.91,34,789,200,1041,191,3.119,90300,"<1H OCEAN"
2736,-115.56,32.79,20,2372,835,2283,767,1.1707,62500,"INLAND"
16817,-122.45,37.64,19,6326,1025,3444,984,6.2498,353300,"NEAR OCEAN"
18442,-121.82,37.24,20,3671,567,1944,589,6.0538,241000,"<1H OCEAN"
17476,-119.89,34.44,25,3160,507,1514,523,5.0767,271200,"NEAR OCEAN"
12218,-116.99,33.46,13,1614,410,846,270,2.83,43000,"<1H OCEAN"
20030,-119.03,36.08,19,2736,549,1432,503,2.6944,67700,"INLAND"
2674,-115.62,33.04,20,1121,244,766,230,2.2969,62000,"INLAND"
19817,-119.29,36.54,18,2581,628,2732,592,1.8429,58300,"INLAND"
5509,-118.44,33.99,43,1432,308,782,303,4.3333,303900,"<1H OCEAN"
7849,-118.17,33.89,52,63,12,47,8,7.2423,350000,"<1H OCEAN"
14105,-117.1,32.75,20,2355,722,1848,576,2.0036,99200,"NEAR OCEAN"
6448,-118.05,34.11,42,3677,627,1779,622,5.1509,426500,"INLAND"
18510,-121.99,36.99,29,3119,507,1476,487,5.8123,281500,"NEAR OCEAN"
7684,-118.11,33.92,32,1016,190,729,177,4.3,151300,"<1H OCEAN"
10577,-117.7,33.64,15,5743,773,2380,773,8.1926,326600,"<1H OCEAN"
5826,-118.3,34.19,14,3615,913,1924,852,3.5083,280900,"<1H OCEAN"
20492,-118.67,34.27,15,3221,659,1390,607,3.5313,191800,"<1H OCEAN"
16177,-122.4,37.75,26,54,9,23,9,6.1359,225000,"NEAR BAY"
18477,-121.66,37.11,19,3785,611,2198,610,5.1514,436700,"<1H OCEAN"
5665,-118.28,33.73,45,2137,559,1550,529,1.9167,227200,"NEAR OCEAN"
6086,-117.87,34.09,36,1267,191,640,200,5.2405,220000,"<1H OCEAN"
8532,-118.35,33.9,31,981,222,734,239,4.875,232400,"<1H OCEAN"
15811,-122.43,37.76,52,2242,459,751,464,4.75,500001,"NEAR BAY"
10462,-117.65,33.46,19,7034,1139,2824,1068,6.0873,277300,"<1H OCEAN"
3978,-118.62,34.19,35,1934,307,905,315,5.5101,267400,"<1H OCEAN"
10239,-117.88,33.9,21,3180,434,1413,391,6.5945,277300,"<1H OCEAN"
10527,-117.7,33.57,4,3283,911,1512,782,3.3125,138500,"<1H OCEAN"
7986,-118.16,33.86,26,6607,1663,4066,1558,2.5068,156300,"<1H OCEAN"
6269,-117.94,34.05,34,1519,304,1262,300,3.3409,161200,"<1H OCEAN"
5722,-118.23,34.18,47,1853,345,757,310,3.6875,422000,"<1H OCEAN"
15435,-117.25,33.21,13,1203,292,1035,293,2.6339,117000,"<1H OCEAN"
15240,-117.25,33.01,16,3892,520,1454,524,7.7317,396000,"NEAR OCEAN"
1747,-122.35,37.96,34,1428,335,1272,319,2.5461,93900,"NEAR BAY"
6805,-118.09,34.1,27,6010,1532,3620,1445,2.7436,201700,"<1H OCEAN"
625,-122.18,37.71,45,726,147,519,135,3.375,157500,"NEAR BAY"
3455,-118.41,34.32,18,6572,1105,3473,1067,5.2987,203400,"<1H OCEAN"
4581,-118.28,34.06,14,1787,853,2251,763,1.1642,4e+05,"<1H OCEAN"
1510,-122.02,37.92,26,5077,640,1872,636,7.4713,351200,"NEAR BAY"
16179,-122.4,37.71,47,1649,328,1183,356,3.3625,223700,"NEAR BAY"
18254,-122.09,37.39,34,1508,483,774,443,2.7279,365600,"NEAR BAY"
10918,-117.86,33.74,38,2415,642,3242,599,3.425,165600,"<1H OCEAN"
298,-122.17,37.76,47,2118,413,965,382,2.1842,107900,"NEAR BAY"
